Readings,Start Timestamp,End Timestamp
63.5663,Sunday January 5 2020 2:00:00 PM,Sunday January 5 2020 3:00:00 PM
77.7511,Sunday January 5 2020 3:00:00 PM,Sunday January 5 2020 4:00:00 PM
99.5519,Sunday January 5 2020 4:00:00 PM,Sunday January 5 2020 5:00:00 PM
64.7229,Sunday January 5 2020 5:00:00 PM,Sunday January 5 2020 6:00:00 PM
60.1196,Sunday January 5 2020 6:00:00 PM,Sunday January 5 2020 7:00:00 PM
88.6863,Sunday January 5 2020 7:00:00 PM,Sunday January 5 2020 8:00:00 PM
69.3443,Sunday January 5 2020 8:00:00 PM,Sunday January 5 2020 9:00:00 PM
63.897,Sunday January 5 2020 9:00:00 PM,Sunday January 5 2020 10:00:00 PM
66.3752,Sunday January 5 2020 10:00:00 PM,Sunday January 5 2020 11:00:00 PM
53.6728,Sunday January 5 2020 11:00:00 PM,Monday January 6 2020 12:00:00 AM
61.8557,Monday January 6 2020 12:00:00 AM,Monday January 6 2020 1:00:00 AM
80.7263,Monday January 6 2020 1:00:00 AM,Monday January 6 2020 2:00:00 AM
50.5143,Monday January 6 2020 2:00:00 AM,Monday January 6 2020 3:00:00 AM
60.4364,Monday January 6 2020 3:00:00 AM,Monday January 6 2020 4:00:00 AM
55.7785,Monday January 6 2020 4:00:00 AM,Monday January 6 2020 5:00:00 AM
70.0825,Monday January 6 2020 5:00:00 AM,Monday January 6 2020 6:00:00 AM
76.1812,Monday January 6 2020 6:00:00 AM,Monday January 6 2020 7:00:00 AM
75.8259,Monday January 6 2020 7:00:00 AM,Monday January 6 2020 8:00:00 AM
73.1893,Monday January 6 2020 8:00:00 AM,Monday January 6 2020 9:00:00 AM
91.1628,Monday January 6 2020 9:00:00 AM,Monday January 6 2020 10:00:00 AM
83.5083,Monday January 6 2020 10:00:00 AM,Monday January 6 2020 11:00:00 AM
78.9308,Monday January 6 2020 11:00:00 AM,Monday January 6 2020 12:00:00 PM
70.3494,Monday January 6 2020 12:00:00 PM,Monday January 6 2020 1:00:00 PM
53.3382,Monday January 6 2020 1:00:00 PM,Monday January 6 2020 2:00:00 PM
66.1868,Monday January 6 2020 2:00:00 PM,Monday January 6 2020 3:00:00 PM
94.3868,Monday January 6 2020 3:00:00 PM,Monday January 6 2020 4:00:00 PM
67.5791,Monday January 6 2020 4:00:00 PM,Monday January 6 2020 5:00:00 PM
97.892,Monday January 6 2020 5:00:00 PM,Monday January 6 2020 6:00:00 PM
61.0451,Monday January 6 2020 6:00:00 PM,Monday January 6 2020 7:00:00 PM
96.2403,Monday January 6 2020 7:00:00 PM,Monday January 6 2020 8:00:00 PM
56.1383,Monday January 6 2020 8:00:00 PM,Monday January 6 2020 9:00:00 PM
58.6094,Monday January 6 2020 9:00:00 PM,Monday January 6 2020 10:00:00 PM
82.6533,Monday January 6 2020 10:00:00 PM,Monday January 6 2020 11:00:00 PM
93.9398,Monday January 6 2020 11:00:00 PM,Tuesday January 7 2020 12:00:00 AM
89.4863,Tuesday January 7 2020 12:00:00 AM,Tuesday January 7 2020 1:00:00 AM
78.3948,Tuesday January 7 2020 1:00:00 AM,Tuesday January 7 2020 2:00:00 AM
51.6232,Tuesday January 7 2020 2:00:00 AM,Tuesday January 7 2020 3:00:00 AM
57.9395,Tuesday January 7 2020 3:00:00 AM,Tuesday January 7 2020 4:00:00 AM
65.5081,Tuesday January 7 2020 4:00:00 AM,Tuesday January 7 2020 5:00:00 AM
98.2973,Tuesday January 7 2020 5:00:00 AM,Tuesday January 7 2020 6:00:00 AM
71.6543,Tuesday January 7 2020 6:00:00 AM,Tuesday January 7 2020 7:00:00 AM
98.5022,Tuesday January 7 2020 7:00:00 AM,Tuesday January 7 2020 8:00:00 AM
74.3237,Tuesday January 7 2020 8:00:00 AM,Tuesday January 7 2020 9:00:00 AM
84.8172,Tuesday January 7 2020 9:00:00 AM,Tuesday January 7 2020 10:00:00 AM
85.7102,Tuesday January 7 2020 10:00:00 AM,Tuesday January 7 2020 11:00:00 AM
58.0887,Tuesday January 7 2020 11:00:00 AM,Tuesday January 7 2020 12:00:00 PM
64.2041,Tuesday January 7 2020 12:00:00 PM,Tuesday January 7 2020 1:00:00 PM
109.643,Tuesday January 7 2020 1:00:00 PM,Tuesday January 7 2020 2:00:00 PM
114.609,Tuesday January 7 2020 2:00:00 PM,Tuesday January 7 2020 3:00:00 PM
81.6652,Tuesday January 7 2020 3:00:00 PM,Tuesday January 7 2020 4:00:00 PM
69.3326,Tuesday January 7 2020 4:00:00 PM,Tuesday January 7 2020 5:00:00 PM
100.185,Tuesday January 7 2020 5:00:00 PM,Tuesday January 7 2020 6:00:00 PM
87.9977,Tuesday January 7 2020 6:00:00 PM,Tuesday January 7 2020 7:00:00 PM
82.5007,Tuesday January 7 2020 7:00:00 PM,Tuesday January 7 2020 8:00:00 PM
50.8571,Tuesday January 7 2020 8:00:00 PM,Tuesday January 7 2020 9:00:00 PM
98.5026,Tuesday January 7 2020 9:00:00 PM,Tuesday January 7 2020 10:00:00 PM
78.7991,Tuesday January 7 2020 10:00:00 PM,Tuesday January 7 2020 11:00:00 PM
61.5526,Tuesday January 7 2020 11:00:00 PM,Wednesday January 8 2020 12:00:00 AM
49.2257,Wednesday January 8 2020 12:00:00 AM,Wednesday January 8 2020 1:00:00 AM
93.3114,Wednesday January 8 2020 1:00:00 AM,Wednesday January 8 2020 2:00:00 AM
82.8625,Wednesday January 8 2020 2:00:00 AM,Wednesday January 8 2020 3:00:00 AM
72.0258,Wednesday January 8 2020 3:00:00 AM,Wednesday January 8 2020 4:00:00 AM
49.2028,Wednesday January 8 2020 4:00:00 AM,Wednesday January 8 2020 5:00:00 AM
62.1147,Wednesday January 8 2020 5:00:00 AM,Wednesday January 8 2020 6:00:00 AM
68.133,Wednesday January 8 2020 6:00:00 AM,Wednesday January 8 2020 7:00:00 AM
76.2942,Wednesday January 8 2020 7:00:00 AM,Wednesday January 8 2020 8:00:00 AM
79.6942,Wednesday January 8 2020 8:00:00 AM,Wednesday January 8 2020 9:00:00 AM
67.5643,Wednesday January 8 2020 9:00:00 AM,Wednesday January 8 2020 10:00:00 AM
89.4994,Wednesday January 8 2020 10:00:00 AM,Wednesday January 8 2020 11:00:00 AM
102.303,Wednesday January 8 2020 11:00:00 AM,Wednesday January 8 2020 12:00:00 PM
83.3253,Wednesday January 8 2020 12:00:00 PM,Wednesday January 8 2020 1:00:00 PM
55.0939,Wednesday January 8 2020 1:00:00 PM,Wednesday January 8 2020 2:00:00 PM
48.6899,Wednesday January 8 2020 2:00:00 PM,Wednesday January 8 2020 3:00:00 PM
60.9544,Wednesday January 8 2020 3:00:00 PM,Wednesday January 8 2020 4:00:00 PM
54.3105,Wednesday January 8 2020 4:00:00 PM,Wednesday January 8 2020 5:00:00 PM
71.6204,Wednesday January 8 2020 5:00:00 PM,Wednesday January 8 2020 6:00:00 PM
57.3792,Wednesday January 8 2020 6:00:00 PM,Wednesday January 8 2020 7:00:00 PM
72.301,Wednesday January 8 2020 7:00:00 PM,Wednesday January 8 2020 8:00:00 PM
76.7773,Wednesday January 8 2020 8:00:00 PM,Wednesday January 8 2020 9:00:00 PM
73.5446,Wednesday January 8 2020 9:00:00 PM,Wednesday January 8 2020 10:00:00 PM
52.6382,Wednesday January 8 2020 10:00:00 PM,Wednesday January 8 2020 11:00:00 PM
81.7117,Wednesday January 8 2020 11:00:00 PM,Thursday January 9 2020 12:00:00 AM
71.1989,Thursday January 9 2020 12:00:00 AM,Thursday January 9 2020 1:00:00 AM
68.0161,Thursday January 9 2020 1:00:00 AM,Thursday January 9 2020 2:00:00 AM
79.2797,Thursday January 9 2020 2:00:00 AM,Thursday January 9 2020 3:00:00 AM
86.1844,Thursday January 9 2020 3:00:00 AM,Thursday January 9 2020 4:00:00 AM
55.4826,Thursday January 9 2020 4:00:00 AM,Thursday January 9 2020 5:00:00 AM
60.633,Thursday January 9 2020 5:00:00 AM,Thursday January 9 2020 6:00:00 AM
54.6094,Thursday January 9 2020 6:00:00 AM,Thursday January 9 2020 7:00:00 AM
87.5336,Thursday January 9 2020 7:00:00 AM,Thursday January 9 2020 8:00:00 AM
63.4529,Thursday January 9 2020 8:00:00 AM,Thursday January 9 2020 9:00:00 AM
60.9107,Thursday January 9 2020 9:00:00 AM,Thursday January 9 2020 10:00:00 AM
104.034,Thursday January 9 2020 10:00:00 AM,Thursday January 9 2020 11:00:00 AM
66.7552,Thursday January 9 2020 11:00:00 AM,Thursday January 9 2020 12:00:00 PM
88.8239,Thursday January 9 2020 12:00:00 PM,Thursday January 9 2020 1:00:00 PM
92.7202,Thursday January 9 2020 1:00:00 PM,Thursday January 9 2020 2:00:00 PM
73.0016,Thursday January 9 2020 2:00:00 PM,Thursday January 9 2020 3:00:00 PM
82.8682,Thursday January 9 2020 3:00:00 PM,Thursday January 9 2020 4:00:00 PM
60.6741,Thursday January 9 2020 4:00:00 PM,Thursday January 9 2020 5:00:00 PM
75.9325,Thursday January 9 2020 5:00:00 PM,Thursday January 9 2020 6:00:00 PM
72.2683,Thursday January 9 2020 6:00:00 PM,Thursday January 9 2020 7:00:00 PM
48.7483,Thursday January 9 2020 7:00:00 PM,Thursday January 9 2020 8:00:00 PM
71.8589,Thursday January 9 2020 8:00:00 PM,Thursday January 9 2020 9:00:00 PM
100.735,Thursday January 9 2020 9:00:00 PM,Thursday January 9 2020 10:00:00 PM
90.4869,Thursday January 9 2020 10:00:00 PM,Thursday January 9 2020 11:00:00 PM
84.2901,Thursday January 9 2020 11:00:00 PM,Friday January 10 2020 12:00:00 AM
90.8635,Friday January 10 2020 12:00:00 AM,Friday January 10 2020 1:00:00 AM
69.8085,Friday January 10 2020 1:00:00 AM,Friday January 10 2020 2:00:00 AM
77.2849,Friday January 10 2020 2:00:00 AM,Friday January 10 2020 3:00:00 AM
47.7712,Friday January 10 2020 3:00:00 AM,Friday January 10 2020 4:00:00 AM
67.7408,Friday January 10 2020 4:00:00 AM,Friday January 10 2020 5:00:00 AM
44.6348,Friday January 10 2020 5:00:00 AM,Friday January 10 2020 6:00:00 AM
58.6858,Friday January 10 2020 6:00:00 AM,Friday January 10 2020 7:00:00 AM
47.6252,Friday January 10 2020 7:00:00 AM,Friday January 10 2020 8:00:00 AM
57.6705,Friday January 10 2020 8:00:00 AM,Friday January 10 2020 9:00:00 AM
75.2847,Friday January 10 2020 9:00:00 AM,Friday January 10 2020 10:00:00 AM
79.905,Friday January 10 2020 10:00:00 AM,Friday January 10 2020 11:00:00 AM
101.805,Friday January 10 2020 11:00:00 AM,Friday January 10 2020 12:00:00 PM
61.4993,Friday January 10 2020 12:00:00 PM,Friday January 10 2020 1:00:00 PM
48.0653,Friday January 10 2020 1:00:00 PM,Friday January 10 2020 2:00:00 PM
66.1875,Friday January 10 2020 2:00:00 PM,Friday January 10 2020 3:00:00 PM
70.0852,Friday January 10 2020 3:00:00 PM,Friday January 10 2020 4:00:00 PM
74.0892,Friday January 10 2020 4:00:00 PM,Friday January 10 2020 5:00:00 PM
100.756,Friday January 10 2020 5:00:00 PM,Friday January 10 2020 6:00:00 PM
72.8608,Friday January 10 2020 6:00:00 PM,Friday January 10 2020 7:00:00 PM
128.093,Friday January 10 2020 7:00:00 PM,Friday January 10 2020 8:00:00 PM
86.8014,Friday January 10 2020 8:00:00 PM,Friday January 10 2020 9:00:00 PM
66.3614,Friday January 10 2020 9:00:00 PM,Friday January 10 2020 10:00:00 PM
79.0101,Friday January 10 2020 10:00:00 PM,Friday January 10 2020 11:00:00 PM
68.1299,Friday January 10 2020 11:00:00 PM,Saturday January 11 2020 12:00:00 AM
64.7001,Saturday January 11 2020 12:00:00 AM,Saturday January 11 2020 1:00:00 AM
75.2908,Saturday January 11 2020 1:00:00 AM,Saturday January 11 2020 2:00:00 AM
67.7652,Saturday January 11 2020 2:00:00 AM,Saturday January 11 2020 3:00:00 AM
71.4874,Saturday January 11 2020 3:00:00 AM,Saturday January 11 2020 4:00:00 AM
74.6747,Saturday January 11 2020 4:00:00 AM,Saturday January 11 2020 5:00:00 AM
65.7815,Saturday January 11 2020 5:00:00 AM,Saturday January 11 2020 6:00:00 AM
74.5534,Saturday January 11 2020 6:00:00 AM,Saturday January 11 2020 7:00:00 AM
56.8054,Saturday January 11 2020 7:00:00 AM,Saturday January 11 2020 8:00:00 AM
85.6187,Saturday January 11 2020 8:00:00 AM,Saturday January 11 2020 9:00:00 AM
122.471,Saturday January 11 2020 9:00:00 AM,Saturday January 11 2020 10:00:00 AM
82.7334,Saturday January 11 2020 10:00:00 AM,Saturday January 11 2020 11:00:00 AM
77.3144,Saturday January 11 2020 11:00:00 AM,Saturday January 11 2020 12:00:00 PM
70.7584,Saturday January 11 2020 12:00:00 PM,Saturday January 11 2020 1:00:00 PM
89.3495,Saturday January 11 2020 1:00:00 PM,Saturday January 11 2020 2:00:00 PM
62.189,Saturday January 11 2020 2:00:00 PM,Saturday January 11 2020 3:00:00 PM
102.18,Saturday January 11 2020 3:00:00 PM,Saturday January 11 2020 4:00:00 PM
91.3894,Saturday January 11 2020 4:00:00 PM,Saturday January 11 2020 5:00:00 PM
106.407,Saturday January 11 2020 5:00:00 PM,Saturday January 11 2020 6:00:00 PM
79.2018,Saturday January 11 2020 6:00:00 PM,Saturday January 11 2020 7:00:00 PM
71.1159,Saturday January 11 2020 7:00:00 PM,Saturday January 11 2020 8:00:00 PM
63.2461,Saturday January 11 2020 8:00:00 PM,Saturday January 11 2020 9:00:00 PM
72.4625,Saturday January 11 2020 9:00:00 PM,Saturday January 11 2020 10:00:00 PM
57.6008,Saturday January 11 2020 10:00:00 PM,Saturday January 11 2020 11:00:00 PM
97.018,Saturday January 11 2020 11:00:00 PM,Sunday January 12 2020 12:00:00 AM
83.7539,Sunday January 12 2020 12:00:00 AM,Sunday January 12 2020 1:00:00 AM
74.9369,Sunday January 12 2020 1:00:00 AM,Sunday January 12 2020 2:00:00 AM
88.798,Sunday January 12 2020 2:00:00 AM,Sunday January 12 2020 3:00:00 AM
94.3191,Sunday January 12 2020 3:00:00 AM,Sunday January 12 2020 4:00:00 AM
73.3195,Sunday January 12 2020 4:00:00 AM,Sunday January 12 2020 5:00:00 AM
85.2781,Sunday January 12 2020 5:00:00 AM,Sunday January 12 2020 6:00:00 AM
71.2535,Sunday January 12 2020 6:00:00 AM,Sunday January 12 2020 7:00:00 AM
64.5272,Sunday January 12 2020 7:00:00 AM,Sunday January 12 2020 8:00:00 AM
60.2192,Sunday January 12 2020 8:00:00 AM,Sunday January 12 2020 9:00:00 AM
112.459,Sunday January 12 2020 9:00:00 AM,Sunday January 12 2020 10:00:00 AM
87.5621,Sunday January 12 2020 10:00:00 AM,Sunday January 12 2020 11:00:00 AM
59.0497,Sunday January 12 2020 11:00:00 AM,Sunday January 12 2020 12:00:00 PM
70.6524,Sunday January 12 2020 12:00:00 PM,Sunday January 12 2020 1:00:00 PM
88.1294,Sunday January 12 2020 1:00:00 PM,Sunday January 12 2020 2:00:00 PM
89.1128,Sunday January 12 2020 2:00:00 PM,Sunday January 12 2020 3:00:00 PM
89.2357,Sunday January 12 2020 3:00:00 PM,Sunday January 12 2020 4:00:00 PM
70.2365,Sunday January 12 2020 4:00:00 PM,Sunday January 12 2020 5:00:00 PM
74.9592,Sunday January 12 2020 5:00:00 PM,Sunday January 12 2020 6:00:00 PM
63.1583,Sunday January 12 2020 6:00:00 PM,Sunday January 12 2020 7:00:00 PM
75.7947,Sunday January 12 2020 7:00:00 PM,Sunday January 12 2020 8:00:00 PM
43.1388,Sunday January 12 2020 8:00:00 PM,Sunday January 12 2020 9:00:00 PM
105.953,Sunday January 12 2020 9:00:00 PM,Sunday January 12 2020 10:00:00 PM
74.5588,Sunday January 12 2020 10:00:00 PM,Sunday January 12 2020 11:00:00 PM
92.6954,Sunday January 12 2020 11:00:00 PM,Monday January 13 2020 12:00:00 AM
96.3281,Monday January 13 2020 12:00:00 AM,Monday January 13 2020 1:00:00 AM
69.204,Monday January 13 2020 1:00:00 AM,Monday January 13 2020 2:00:00 AM
92.4732,Monday January 13 2020 2:00:00 AM,Monday January 13 2020 3:00:00 AM
77.1967,Monday January 13 2020 3:00:00 AM,Monday January 13 2020 4:00:00 AM
58.6714,Monday January 13 2020 4:00:00 AM,Monday January 13 2020 5:00:00 AM
52.3624,Monday January 13 2020 5:00:00 AM,Monday January 13 2020 6:00:00 AM
83.8574,Monday January 13 2020 6:00:00 AM,Monday January 13 2020 7:00:00 AM
63.5684,Monday January 13 2020 7:00:00 AM,Monday January 13 2020 8:00:00 AM
69.1403,Monday January 13 2020 8:00:00 AM,Monday January 13 2020 9:00:00 AM
110.299,Monday January 13 2020 9:00:00 AM,Monday January 13 2020 10:00:00 AM
71.5177,Monday January 13 2020 10:00:00 AM,Monday January 13 2020 11:00:00 AM
75.1689,Monday January 13 2020 11:00:00 AM,Monday January 13 2020 12:00:00 PM
73.3914,Monday January 13 2020 12:00:00 PM,Monday January 13 2020 1:00:00 PM
72.6044,Monday January 13 2020 1:00:00 PM,Monday January 13 2020 2:00:00 PM
64.8432,Monday January 13 2020 2:00:00 PM,Monday January 13 2020 3:00:00 PM
88.5923,Monday January 13 2020 3:00:00 PM,Monday January 13 2020 4:00:00 PM
72.5352,Monday January 13 2020 4:00:00 PM,Monday January 13 2020 5:00:00 PM
92.5092,Monday January 13 2020 5:00:00 PM,Monday January 13 2020 6:00:00 PM
88.017,Monday January 13 2020 6:00:00 PM,Monday January 13 2020 7:00:00 PM
72.8736,Monday January 13 2020 7:00:00 PM,Monday January 13 2020 8:00:00 PM
48.7299,Monday January 13 2020 8:00:00 PM,Monday January 13 2020 9:00:00 PM
88.3588,Monday January 13 2020 9:00:00 PM,Monday January 13 2020 10:00:00 PM
46.3065,Monday January 13 2020 10:00:00 PM,Monday January 13 2020 11:00:00 PM
83.9049,Monday January 13 2020 11:00:00 PM,Tuesday January 14 2020 12:00:00 AM
